Year,Gender,Intent,Substance,Under1_year,1to4_Years,5to14_years,15to24_years,25to34_years,35to44_years,45to54_years,55to64_years,65to74_years,75to84_years,85Plus_years
2009,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,127,305,382,452,158,20,4,0
2009,Female,"All (preventable, intentional, undetermined)",All drugs,19,20,18,862,2107,3325,4968,2125,524,299,143
2009,Female,"All (preventable, intentional, undetermined)",Any Opioid,6,13,9,521,1176,1657,2525,1070,213,76,20
2009,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,1,2,2,147,376,520,801,323,75,24,10
2009,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,3,5,11,3,0,0,0
2009,Female,"All (preventable, intentional, undetermined)",Cocaine,1,0,0,58,194,312,470,99,5,2,0
2009,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,115,151,118,158,31,4,0,0
2009,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,4,2,136,323,379,596,191,20,5,3
2009,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,1,53,188,319,521,261,74,23,3
2009,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,8,5,223,552,910,1378,620,129,47,11
2009,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,1,1,46,104,118,165,44,5,2,0
2009,Female,Preventable/accidental,All drugs,12,8,12,649,1655,2439,3658,1358,292,186,107
2009,Female,Preventable/accidental,Any Opioid,3,4,6,426,988,1325,1959,742,129,37,13
2009,Female,Preventable/accidental,Benzodiazepines,1,0,1,113,304,404,612,186,31,10,1
2009,Female,Preventable/accidental,Cannabis,0,0,0,8,3,4,8,3,0,0,0
2009,Female,Preventable/accidental,Cocaine,0,0,0,52,171,289,423,87,5,1,0
2009,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,101,129,106,145,29,3,0,0
2009,Female,Preventable/accidental,Opioid subgroup - methadone,2,1,1,120,286,321,494,156,18,2,3
2009,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,39,152,247,372,166,43,13,2
2009,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,3,170,447,712,1056,423,77,20,5
2009,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,38,87,99,144,36,3,2,0
2009,Male,"All (preventable, intentional, undetermined)",All drugs,13,20,24,2515,4906,5199,6422,2733,474,190,91
2009,Male,"All (preventable, intentional, undetermined)",Any Opioid,3,14,15,1708,3184,3047,3497,1412,190,41,23
2009,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,1,1,1,424,781,787,912,328,34,10,7
2009,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,27,18,15,20,7,0,0,0
2009,Male,"All (preventable, intentional, undetermined)",Cocaine,2,0,0,211,619,829,1054,444,44,4,1
2009,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,395,790,617,659,219,17,2,1
2009,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,3,2,488,773,657,736,332,36,4,1
2009,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,1,150,314,372,456,175,26,2,3
2009,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,10,11,635,1297,1359,1680,692,119,28,17
2009,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,101,243,310,330,136,18,3,1
2009,Male,Preventable/accidental,All drugs,7,8,13,2168,4199,4308,5133,2060,291,126,61
2009,Male,Preventable/accidental,Any Opioid,1,5,10,1523,2806,2649,2914,1126,122,22,9
2009,Male,Preventable/accidental,Benzodiazepines,1,1,0,375,681,643,743,227,12,4,3
2009,Male,Preventable/accidental,Cannabis,0,0,0,21,14,10,17,7,0,0,0
2009,Male,Preventable/accidental,Cocaine,1,0,0,194,573,753,974,416,43,4,1
2009,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,1,356,719,555,605,194,17,1,1
2009,Male,Preventable/accidental,Opioid subgroup - methadone,0,0,1,441,705,586,645,284,24,3,1
2009,Male,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,1,126,264,289,354,118,12,0,2
2009,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,5,8,548,1113,1154,1356,523,70,13,4
2009,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,89,218,283,308,122,17,2,0
2008,Both sexes,"All (preventable, intentional, undetermined)",All drugs,20,55,56,3487,6739,8885,11222,4396,942,431,214
2008,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,7,37,38,2294,4026,4713,5874,2114,343,96,39
2008,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,1,2,9,550,967,1177,1554,584,107,42,17
2008,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,32,29,25,16,10,2,0,0
2008,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,1,2,1,384,1005,1408,1720,538,64,4,2
2008,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,497,792,737,752,237,22,2,2
2008,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,6,9,18,699,1145,1102,1472,413,50,7,2
2008,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,2,190,391,592,756,292,65,10,6
2008,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,25,19,854,1666,2215,2881,1159,207,65,27
2008,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,127,258,348,411,145,12,1,0
2008,Both sexes,Preventable/accidental,All drugs,7,20,27,2939,5557,6931,8638,3074,564,263,149
2008,Both sexes,Preventable/accidental,Any Opioid,4,11,18,2032,3515,3939,4767,1579,234,52,23
2008,Both sexes,Preventable/accidental,Benzodiazepines,0,0,4,483,814,923,1184,380,45,9,3
2008,Both sexes,Preventable/accidental,Cannabis,0,0,0,27,26,22,13,9,2,0,0
2008,Both sexes,Preventable/accidental,Cocaine,0,1,1,351,913,1280,1577,509,59,4,2
2008,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,446,729,681,669,225,21,2,2
2008,Both sexes,Preventable/accidental,Opioid subgroup - methadone,3,3,8,613,995,930,1259,331,38,5,1
2008,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,161,326,460,581,206,47,5,5
2008,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,8,10,752,1412,1792,2237,797,128,31,13
2008,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,106,225,304,368,123,11,1,0
2008,Female,"All (preventable, intentional, undetermined)",All drugs,9,28,21,848,1976,3503,4753,1956,489,256,141
2008,Female,"All (preventable, intentional, undetermined)",Any Opioid,4,23,14,482,1051,1694,2371,910,173,66,31
2008,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,2,4,133,307,498,700,293,65,34,10
2008,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,4,5,7,5,1,1,0,0
2008,Female,"All (preventable, intentional, undetermined)",Cocaine,0,1,0,89,214,410,483,110,14,1,0
2008,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,96,120,140,153,36,4,1,1
2008,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,6,7,138,324,434,616,166,25,3,1
2008,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,2,48,143,274,381,184,39,7,5
2008,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,16,6,186,474,895,1258,551,106,47,23
2008,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,31,64,114,125,37,4,0,0
2008,Female,Preventable/accidental,All drugs,5,9,6,643,1466,2526,3463,1250,274,147,105
2008,Female,Preventable/accidental,Any Opioid,3,6,4,409,846,1324,1851,632,111,35,19
2008,Female,Preventable/accidental,Benzodiazepines,0,0,1,115,239,361,510,178,30,8,2
2008,Female,Preventable/accidental,Cannabis,0,0,0,4,4,5,4,1,1,0,0
2008,Female,Preventable/accidental,Cocaine,0,1,0,79,194,369,436,105,14,1,0
2008,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,84,109,129,136,34,4,1,1
2008,Female,Preventable/accidental,Opioid subgroup - methadone,2,2,2,117,270,349,523,135,16,3,0
2008,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,37,107,201,287,130,30,3,5
2008,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,4,2,158,363,681,935,350,61,22,12
2008,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,27,52,95,104,27,4,0,0
2008,Male,"All (preventable, intentional, undetermined)",All drugs,11,27,35,2639,4763,5382,6469,2440,453,175,73
2008,Male,"All (preventable, intentional, undetermined)",Any Opioid,3,14,24,1812,2975,3019,3503,1204,170,30,8
2008,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,1,0,5,417,660,679,854,291,42,8,7
2008,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,28,24,18,11,9,1,0,0
2008,Male,"All (preventable, intentional, undetermined)",Cocaine,1,1,1,295,791,998,1237,428,50,3,2
2008,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,401,672,597,599,201,18,1,1
2008,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,3,11,561,821,668,856,247,25,4,1
2008,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,0,142,248,318,375,108,26,3,1
2008,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,9,13,668,1192,1320,1623,608,101,18,4
2008,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,96,194,234,286,108,8,1,0
2008,Male,Preventable/accidental,All drugs,2,11,21,2296,4091,4405,5175,1824,290,116,44
2008,Male,Preventable/accidental,Any Opioid,1,5,14,1623,2669,2615,2916,947,123,17,4
2008,Male,Preventable/accidental,Benzodiazepines,0,0,3,368,575,562,674,202,15,1,1
2008,Male,Preventable/accidental,Cannabis,0,0,0,23,22,17,9,8,1,0,0
2008,Male,Preventable/accidental,Cocaine,0,0,1,272,719,911,1141,404,45,3,2
2008,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,362,620,552,533,191,17,1,1
2008,Male,Preventable/accidental,Opioid subgroup - methadone,1,1,6,496,725,581,736,196,22,2,1
2008,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,124,219,259,294,76,17,2,0
2008,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,8,594,1049,1111,1302,447,67,9,1
2008,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,79,173,209,264,96,7,1,0
2007,Both sexes,"All (preventable, intentional, undetermined)",All drugs,33,44,74,3550,6663,9152,11012,4043,791,418,226
2007,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,8,31,40,2176,3818,4696,5475,1847,277,92,54
2007,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,3,6,515,937,1143,1297,476,77,25,21
2007,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,30,35,30,22,1,1,0,0
2007,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,4,2,0,563,1282,1932,2062,586,72,4,5
2007,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,359,578,616,669,160,12,0,3
2007,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,12,11,861,1305,1305,1525,450,31,12,2
2007,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,3,8,175,413,576,691,256,58,21,12
2007,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,15,19,782,1511,2067,2534,978,165,48,34
2007,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,1,142,270,397,411,140,14,1,0
2007,Both sexes,Preventable/accidental,All drugs,13,21,53,2927,5418,7123,8394,2807,481,267,152
2007,Both sexes,Preventable/accidental,Any Opioid,1,13,30,1873,3270,3874,4393,1368,155,37,24
2007,Both sexes,Preventable/accidental,Benzodiazepines,0,1,5,444,785,899,955,297,34,5,4
2007,Both sexes,Preventable/accidental,Cannabis,0,0,0,25,26,25,17,1,1,0,0
2007,Both sexes,Preventable/accidental,Cocaine,3,1,0,519,1164,1728,1903,551,65,4,5
2007,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,1,0,315,509,542,602,155,10,0,2
2007,Both sexes,Preventable/accidental,Opioid subgroup - methadone,1,4,8,765,1139,1103,1287,362,22,7,2
2007,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,5,139,335,462,531,164,30,8,5
2007,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,7,16,653,1265,1657,1951,688,87,17,9
2007,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,119,222,340,373,121,14,0,0
2007,Female,"All (preventable, intentional, undetermined)",All drugs,15,23,32,883,2001,3463,4696,1809,393,248,148
2007,Female,"All (preventable, intentional, undetermined)",Any Opioid,4,15,16,491,1050,1683,2280,802,148,61,31
2007,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,2,1,145,299,495,621,257,46,13,15
2007,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,5,5,5,6,0,0,0,0
2007,Female,"All (preventable, intentional, undetermined)",Cocaine,2,2,0,119,286,527,605,117,3,1,3
2007,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,61,100,95,113,27,1,0,2
2007,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,3,4,192,351,525,639,179,17,9,2
2007,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,4,47,135,249,395,160,38,16,7
2007,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,10,7,196,477,835,1159,445,90,30,16
2007,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,51,78,121,119,35,3,1,0
2007,Female,Preventable/accidental,All drugs,4,10,20,677,1474,2524,3322,1130,207,155,106
2007,Female,Preventable/accidental,Any Opioid,0,6,11,412,851,1325,1718,541,76,27,17
2007,Female,Preventable/accidental,Benzodiazepines,0,0,0,119,220,363,445,144,22,3,4
2007,Female,Preventable/accidental,Cannabis,0,0,0,5,2,5,5,0,0,0,0
2007,Female,Preventable/accidental,Cocaine,1,1,0,106,245,465,549,109,1,1,3
2007,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,48,85,84,103,26,0,0,1
2007,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,4,168,300,422,522,144,13,6,2
2007,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,2,39,99,198,293,91,18,7,3
2007,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,6,5,158,370,638,834,288,49,10,7
2007,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,41,61,98,97,26,3,0,0
2007,Male,"All (preventable, intentional, undetermined)",All drugs,18,21,42,2667,4662,5689,6316,2234,398,170,78
2007,Male,"All (preventable, intentional, undetermined)",Any Opioid,4,16,24,1685,2768,3013,3195,1045,129,31,23
2007,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,5,370,638,648,676,219,31,12,6
2007,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,25,30,25,16,1,1,0,0
2007,Male,"All (preventable, intentional, undetermined)",Cocaine,2,0,0,444,996,1405,1457,469,69,3,2
2007,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,298,478,521,556,133,11,0,1
2007,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,9,7,669,954,780,886,271,14,3,0
2007,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,4,128,278,327,296,96,20,5,5
2007,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,5,12,586,1034,1232,1375,533,75,18,18
2007,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,91,192,276,292,105,11,0,0
2007,Male,Preventable/accidental,All drugs,9,11,33,2250,3944,4599,5072,1677,274,112,46
2007,Male,Preventable/accidental,Any Opioid,1,7,19,1461,2419,2549,2675,827,79,10,7
2007,Male,Preventable/accidental,Benzodiazepines,0,1,5,325,565,536,510,153,12,2,0
2007,Male,Preventable/accidental,Cannabis,0,0,0,20,24,20,12,1,1,0,0
2007,Male,Preventable/accidental,Cocaine,2,0,0,413,919,1263,1354,442,64,3,2
2007,Male,Preventable/accidental,Opioid subgroup - heroin,0,1,0,267,424,458,499,129,10,0,1
2007,Male,Preventable/accidental,Opioid subgroup - methadone,1,4,4,597,839,681,765,218,9,1,0
2007,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,3,100,236,264,238,73,12,1,2
2007,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,11,495,895,1019,1117,400,38,7,2
2007,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,78,161,242,276,95,11,0,0
2006,Both sexes,"All (preventable, intentional, undetermined)",All drugs,44,36,57,3460,6346,9373,10421,3355,677,431,213
2006,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,9,23,31,2096,3530,4658,5294,1522,237,100,40
2006,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,4,442,744,1025,1142,348,74,31,24
2006,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,37,32,24,35,2,1,0,0
2006,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,6,2,1,676,1469,2359,2311,545,58,9,7
2006,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,1,313,486,543,587,141,10,0,2
2006,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,6,18,811,1238,1394,1521,351,49,8,6
2006,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,4,1,278,509,746,844,248,40,31,5
2006,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,11,11,681,1250,1837,2227,781,136,52,25
2006,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,0,153,295,440,432,124,11,1,0
2006,Both sexes,Preventable/accidental,All drugs,12,16,37,2817,5115,7299,7978,2274,423,265,153
2006,Both sexes,Preventable/accidental,Any Opioid,0,9,21,1784,3005,3849,4243,1117,156,46,26
2006,Both sexes,Preventable/accidental,Benzodiazepines,0,0,4,374,615,821,851,206,32,8,4
2006,Both sexes,Preventable/accidental,Cannabis,0,0,0,30,22,19,29,1,1,0,0
2006,Both sexes,Preventable/accidental,Cocaine,1,1,1,589,1314,2109,2123,514,54,8,7
2006,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,1,282,433,478,528,132,10,0,2
2006,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,1,11,696,1074,1183,1263,271,35,4,6
2006,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,0,234,411,621,688,181,27,13,4
2006,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,5,9,549,1045,1466,1679,541,85,22,14
2006,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,120,244,376,395,110,11,0,0
2006,Female,"All (preventable, intentional, undetermined)",All drugs,21,16,24,820,1863,3459,4099,1459,370,257,141
2006,Female,"All (preventable, intentional, undetermined)",Any Opioid,5,9,13,444,949,1608,2037,665,122,61,31
2006,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,0,95,235,417,483,163,42,20,17
2006,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,10,8,7,9,2,0,0,0
2006,Female,"All (preventable, intentional, undetermined)",Cocaine,4,1,0,168,333,645,597,95,10,3,4
2006,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,57,75,90,100,19,0,0,2
2006,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,3,6,143,343,525,599,139,21,4,4
2006,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,1,66,146,274,366,130,22,19,4
2006,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,3,5,166,390,698,987,381,78,34,21
2006,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,1,0,46,94,128,111,26,3,0,0
2006,Female,Preventable/accidental,All drugs,6,7,13,599,1345,2462,2886,865,216,155,103
2006,Female,Preventable/accidental,Any Opioid,0,2,7,358,759,1242,1575,453,75,31,20
2006,Female,Preventable/accidental,Benzodiazepines,0,0,0,74,179,307,331,88,18,4,2
2006,Female,Preventable/accidental,Cannabis,0,0,0,7,4,4,9,1,0,0,0
2006,Female,Preventable/accidental,Cocaine,1,1,0,140,280,566,539,86,9,2,4
2006,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,49,61,78,93,19,0,0,2
2006,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,2,121,299,429,503,106,15,2,4
2006,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,51,100,205,284,88,13,9,3
2006,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,4,121,313,516,714,250,45,15,12
2006,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,32,75,105,99,21,3,0,0
2006,Male,"All (preventable, intentional, undetermined)",All drugs,23,20,33,2640,4483,5914,6322,1896,307,174,72
2006,Male,"All (preventable, intentional, undetermined)",Any Opioid,4,14,18,1652,2581,3050,3257,857,115,39,9
2006,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,4,347,509,608,659,185,32,11,7
2006,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,27,24,17,26,0,1,0,0
2006,Male,"All (preventable, intentional, undetermined)",Cocaine,2,1,1,508,1136,1714,1714,450,48,6,3
2006,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,256,411,453,487,122,10,0,0
2006,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,3,12,668,895,869,922,212,28,4,2
2006,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,3,0,212,363,472,478,118,18,12,1
2006,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,8,6,515,860,1139,1240,400,58,18,4
2006,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,107,201,312,321,98,8,1,0
2006,Male,Preventable/accidental,All drugs,6,9,24,2218,3770,4837,5092,1409,207,110,50
2006,Male,Preventable/accidental,Any Opioid,0,7,14,1426,2246,2607,2668,664,81,15,6
2006,Male,Preventable/accidental,Benzodiazepines,0,0,4,300,436,514,520,118,14,4,2
2006,Male,Preventable/accidental,Cannabis,0,0,0,23,18,15,20,0,1,0,0
2006,Male,Preventable/accidental,Cocaine,0,0,1,449,1034,1543,1584,428,45,6,3
2006,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,1,233,372,400,435,113,10,0,0
2006,Male,Preventable/accidental,Opioid subgroup - methadone,0,1,9,575,775,754,760,165,20,2,2
2006,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,0,183,311,416,404,93,14,4,1
2006,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,5,428,732,950,965,291,40,7,2
2006,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,88,169,271,296,89,8,0,0
2005,Both sexes,"All (preventable, intentional, undetermined)",All drugs,35,30,47,2918,5340,8506,8968,2761,607,402,194
2005,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,7,20,25,1685,2910,4176,4537,1194,229,87,47
2005,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,322,557,860,974,261,70,24,14
2005,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,32,29,23,24,2,0,0,0
2005,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,2,2,2,546,1228,2110,1805,444,57,7,3
2005,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,279,483,526,591,116,10,1,1
2005,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,4,14,603,979,1217,1290,300,39,7,4
2005,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,4,2,130,291,516,561,165,41,20,12
2005,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,14,8,528,975,1592,1862,576,128,58,29
2005,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,0,1,196,317,539,444,97,9,0,0
2005,Both sexes,Preventable/accidental,All drugs,15,10,29,2355,4260,6490,6697,1854,358,243,132
2005,Both sexes,Preventable/accidental,Any Opioid,3,6,20,1444,2469,3355,3571,861,136,38,26
2005,Both sexes,Preventable/accidental,Benzodiazepines,0,0,0,277,450,643,698,164,27,5,1
2005,Both sexes,Preventable/accidental,Cannabis,0,0,1,25,26,21,20,2,0,0,0
2005,Both sexes,Preventable/accidental,Cocaine,1,0,1,478,1098,1861,1644,424,54,7,3
2005,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,1,256,443,487,532,109,9,1,1
2005,Both sexes,Preventable/accidental,Opioid subgroup - methadone,1,2,12,530,838,1006,1045,233,26,3,3
2005,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,2,103,236,395,404,117,23,8,7
2005,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,5,434,791,1223,1425,377,75,24,14
2005,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,168,274,474,389,83,7,0,0
2005,Female,"All (preventable, intentional, undetermined)",All drugs,17,7,24,733,1654,3227,3572,1192,321,223,119
2005,Female,"All (preventable, intentional, undetermined)",Any Opioid,5,3,11,371,843,1515,1688,501,140,54,30
2005,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,83,157,336,421,143,45,15,8
2005,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,8,3,8,8,0,0,0,0
2005,Female,"All (preventable, intentional, undetermined)",Cocaine,2,1,2,132,298,634,469,74,6,0,2
2005,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,0,65,94,114,101,10,2,1,1
2005,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,1,4,119,299,465,517,111,22,3,4
2005,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,1,25,112,237,288,101,34,13,10
2005,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,2,4,119,303,644,758,276,81,38,15
2005,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,1,47,90,154,116,25,2,0,0
2005,Female,Preventable/accidental,All drugs,8,2,13,515,1169,2250,2392,703,177,127,80
2005,Female,Preventable/accidental,Any Opioid,2,0,8,299,655,1126,1221,340,82,24,16
